s,latitude,longitude,source
4/14/2017 0:00,27.56851145,84.50350269,Dataset_BC_Admin
4/18/2017 0:00,27.58032368,85.34646241,Dataset_BC_Admin
4/19/2017 0:00,27.51751487,85.29682221,Dataset_BC_Admin
5/4/2017 0:00,27.99819305,85.6176073,Dataset_BC_Admin
6/18/2017 0:00,27.57579079,84.50816922,Dataset_BC_Admin
6/22/2017 0:00,27.58746655,84.50621266,Dataset_BC_Admin
6/26/2017 0:00,27.99393224,85.61459083,Dataset_BC_Admin
6/27/2017 0:00,27.69465584,86.03581807,Dataset_BC_Admin
6/27/2017 0:00,27.76558312,85.24456613,Dataset_BC_Admin
6/27/2017 0:00,28.01313053,85.60112609,Dataset_BC_Admin
6/28/2017 0:00,27.72510377,86.0563336,Dataset_BC_Admin
6/28/2017 0:00,27.74559128,84.72917506,Dataset_BC_Admin
6/29/2017 0:00,27.99228694,85.5811633,Dataset_BC_Admin
6/30/2017 0:00,27.57387764,84.49330818,Dataset_BC_Admin
7/2/2017 0:00,27.51959705,86.19586384,Dataset_BC_Admin
7/3/2017 0:00,27.52620389,85.85426765,Dataset_BC_Admin
7/5/2017 0:00,27.58440913,85.34428445,Dataset_BC_Admin
7/6/2017 0:00,27.51510393,85.29472751,Dataset_BC_Admin
7/8/2017 0:00,28.16462316,85.30140056,Dataset_BC_Admin
7/9/2017 0:00,28.14573423,85.25108062,Dataset_BC_Admin
7/14/2017 0:00,27.75293488,85.26041149,Dataset_BC_Admin
7/15/2017 0:00,27.73339807,85.21845957,Dataset_BC_Admin
7/16/2017 0:00,27.77122189,85.23334305,Dataset_BC_Admin
7/17/2017 0:00,27.95224016,84.83217524,Dataset_BC_Admin
7/22/2017 0:00,27.73549002,85.37306026,Dataset_BC_Admin
7/23/2017 0:00,27.71705397,85.36958282,Dataset_BC_Admin
7/25/2017 0:00,27.77161275,85.23676778,Dataset_BC_Admin
7/26/2017 0:00,27.727325,85.19865249,Dataset_BC_Admin
7/29/2017 0:00,27.73593175,85.37284278,Dataset_BC_Admin
7/30/2017 0:00,27.77661867,85.39078223,Dataset_BC_Admin
8/1/2017 0:00,27.69995436,86.02290047,Dataset_BC_Admin
8/2/2017 0:00,27.77250903,85.24803913,Dataset_BC_Admin
8/2/2017 0:00,27.52696765,86.06052943,Dataset_BC_Admin
8/2/2017 0:00,27.51893909,86.15982028,Dataset_BC_Admin
8/2/2017 0:00,27.56820962,84.50582741,Dataset_BC_Admin
8/3/2017 0:00,27.78589782,84.6406344,Dataset_BC_Admin
8/3/2017 0:00,27.60869388,86.31956507,Dataset_BC_Admin
8/5/2017 0:00,28.17651115,85.29981102,Dataset_BC_Admin
8/6/2017 0:00,27.08820674,86.14836776,Dataset_BC_Admin
8/6/2017 0:00,27.77118688,85.24962898,Dataset_BC_Admin
8/6/2017 0:00,28.16269197,85.29562379,Dataset_BC_Admin
8/7/2017 0:00,27.52214079,86.1677814,Dataset_BC_Admin
8/7/2017 0:00,27.1761361,86.10557195,Dataset_BC_Admin
8/7/2017 0:00,27.9412084,84.99311707,Dataset_BC_Admin
8/8/2017 0:00,27.47279439,86.0969835,Dataset_BC_Admin
8/8/2017 0:00,27.75953801,85.26679356,Dataset_BC_Admin
8/9/2017 0:00,27.92261588,84.82864695,Dataset_BC_Admin
8/11/2017 0:00,27.09611308,86.10140718,Dataset_BC_Admin
8/12/2017 0:00,27.59839191,85.3479712,Dataset_BC_Admin
8/12/2017 0:00,27.54076667,86.17977352,Dataset_BC_Admin
8/12/2017 0:00,27.17107053,86.11006198,Dataset_BC_Admin
8/13/2017 0:00,27.10323841,86.11409739,Dataset_BC_Admin
8/13/2017 0:00,27.59892257,86.34744351,Dataset_BC_Admin
8/13/2017 0:00,27.58168776,84.38182512,Dataset_BC_Admin
8/13/2017 0:00,27.60207594,84.67756724,Dataset_BC_Admin
8/13/2017 0:00,27.58626133,85.3115767,Dataset_BC_Admin
8/14/2017 0:00,27.17726284,86.11247502,Dataset_BC_Admin
8/16/2017 0:00,27.937958,85.6256436,Dataset_BC_Admin
8/19/2017 0:00,27.56984082,84.50614531,Dataset_BC_Admin
8/20/2017 0:00,27.97417715,85.59021906,Dataset_BC_Admin
8/20/2017 0:00,27.76491064,85.24415244,Dataset_BC_Admin
8/21/2017 0:00,27.79495369,84.68527107,Dataset_BC_Admin
8/22/2017 0:00,28.0010736,85.62092467,Dataset_BC_Admin
8/31/2017 0:00,27.72185007,86.04228269,Dataset_BC_Admin
8/31/2017 0:00,27.52294367,86.17035799,Dataset_BC_Admin
9/1/2017 0:00,27.63878254,86.11617495,Dataset_BC_Admin
9/1/2017 0:00,27.55330071,86.34621607,Dataset_BC_Admin
9/1/2017 0:00,27.97088773,85.61884571,Dataset_BC_Admin
9/8/2017 0:00,28.15681863,85.31172179,Dataset_BC_Admin
9/9/2017 0:00,28.03348003,85.24418411,Dataset_BC_Admin
9/19/2017 0:00,28.00611887,85.03210662,Dataset_BC_Admin
