S.No.,district,municipality,ward,Incident Place,event_date,Incident,,,,,,,,
1646,Lalitpur,Bagmati Rural Municipality,5,Sano Chuilaikodo,17/06/2020,Landslide,,,,,,,,
1647,Chitawan,Ichchhakamana Rural Municipality,6,,17/06/2020,Landslide,,,,,,,,
1648,Taplejung,Phaktanglung Rural Municipality,4,Ekhabu,17/06/2020,Landslide,,,,,,,,
1649,Bajura,Badimalika Municipality,8,Martadi,18/06/2020,Landslide,,,,,,,,
1650,Lamjung,Marsyangdi Rural Municipality,6,Niechya,18/06/2020,Landslide,,,,,,,,
1651,Lamjung,Besishahar Municipality,11,,18/06/2020,Landslide,,,,,,,,
1652,Gorkha,Ajirkot Rural Municipality,5,Bhachek,18/06/2020,Landslide,,,,,,,,
1653,Ilam,Sandakpur Rural Municipality,4,Tintele,18/06/2020,Landslide,,,,,,,,
1654,Ilam,Phakphokthum Rural Municipality,6,Hangmasuli,18/06/2020,Landslide,,,,,,,,
1655,Palpa,Ribdikot Rural Municipality,4,Hatiya,19/06/2020,Landslide,,,,,,,,
1656,Palpa,Nisdi Rural Municipality,4,Virpani,19/06/2020,Landslide,,,,,,,,
1657,Baglung,Baglung Municipality,6,Dambara,19/06/2020,Landslide,,,,,,,,
1658,Pyuthan,Sarumarani Rural Municipality,4,Andhari Khola,20/06/2020,Landslide,,,,,,,,
1659,Gulmi,Dhurkot Rural Municipality,3,Harrapata,20/06/2020,Landslide,,,,,,,,
1660,Arghakhanchi,Shitaganga Municipality,2,Bhubanpata,20/06/2020,Landslide,,,,,,,,
1661,Arghakhanchi,Panini Rural Municipality,6,Dhatiwang,20/06/2020,Landslide,,,,,,,,
1662,Palpa,Mathagadhi Rural Municipality,1,Agaha Khola,20/06/2020,Landslide,,,,,,,,
1663,Palpa,Purbakhola Rural Municipality,3,Chapgaire,20/06/2020,Landslide,,,,,,,,
1664,Palpa,Ribdikot Rural Municipality,3,sirupate,20/06/2020,Landslide,,,,,,,,
1665,Baglung,Kathekhola Rural Municipality,4,Phaparkhet,20/06/2020,Landslide,,,,,,,,
1666,Baglung,Dhorpatan Municipality,1,Churelabes,20/06/2020,Landslide,,,,,,,,
1667,Parbat,Kushma Municipality,1,sahasagra,20/06/2020,Landslide,,,,,,,,
1668,Lalitpur,Bagmati Rural Municipality,3,Bhattedada,20/06/2020,Landslide,,,,,,,,
1669,Rasuwa,Gosaikunda Rural Municipality,3,Kulung,20/06/2020,Landslide,,,,,,,,
1670,Parbat,Kushma Municipality,1,Pang,21/06/2020,Landslide,,,,,,,,
1671,Gorkha,Gorkha Municipality,13,Simalghairi,21/06/2020,Landslide,,,,,,,,
1672,Lalitpur,Bagmati Rural Municipality,1,Dhusel,21/06/2020,Landslide,,,,,,,,
1673,Shankhuwasabha,Makalu Rural Municipality,2,Border Area,21/06/2020,Landslide,,,,,,,,
1674,Palpa,Mathagadhi Rural Municipality,1,Aghakhola,22/06/2020,Landslide,,,,,,,,
1675,Palpa,Ribdikot Rural Municipality,6,Lumbra,22/06/2020,Landslide,,,,,,,,
1676,Palpa,Tansen Municipality,11,Sammobari,22/06/2020,Landslide,,,,,,,,
1677,Palpa,Tansen Municipality,11,Jogipani,22/06/2020,Landslide,,,,,,,,
1678,Palpa,Rampur Municipality,8,Dharapani,22/06/2020,Landslide,,,,,,,,
1679,Lamjung,Marsyangdi Rural Municipality,4,Chyna,22/06/2020,Landslide,,,,,,,,
1680,Salyan,Kalimati Rural Municipality,6,Serene,23/06/2020,Landslide,,,,,,,,
1681,Parbat,Phalewas Municipality,10,Kurgha,23/06/2020,Landslide,,,,,,,,
1682,Dailekh,Dullu Municipality,3,Shala,24/06/2020,Landslide,,,,,,,,
1683,Pyuthan,Sarumarani Rural Municipality,4,khaherakhola,24/06/2020,Landslide,,,,,,,,
1684,Myagdi,Annapurna Rural Municipality,3,Rupsea,24/06/2020,Landslide,,,,,,,,
1685,Lamjung,Marsyangdi Rural Municipality,4,Shyange,24/06/2020,Landslide,,,,,,,,
1686,Makwanpur,Bhimphedi Rural Municipality,6,Ghadishaune,24/06/2020,Landslide,,,,,,,,
1687,Sindhuli,Kamalamai Municipality,1,Kharkhole,24/06/2020,Landslide,,,,,,,,
1688,Udayapur,Katari Municipality,8,Bateni,24/06/2020,Landslide,,,,,,,,
1689,Shankhuwasabha,Khandbari Municipality,7,,24/06/2020,Landslide,,,,,,,,
1690,Shankhuwasabha,Silichong Rural Municipality,2,Chirkhura,25/06/2020,Landslide,,,,,,,,
1691,Makwanpur,Bhimphedi Rural Municipality,6,Jurikhet,26/06/2020,Landslide,,,,,,,,
1692,Palpa,Tinau Rural Municipality,3,Mithillo Siddababa,27/06/2020,Landslide,,,,,,,,
1693,Palpa,Purbakhola Rural Municipality,1,Chapgaira,27/06/2020,Landslide,,,,,,,,
1694,Myagdi,Annapurna Rural Municipality,3,Danathampata,27/06/2020,Landslide,,,,,,,,
1695,Bhojpur,Pauwadungma Rural Municipality,2,Boharagau,27/06/2020,Landslide,,,,,,,,
1696,Shankhuwasabha,Makalu Rural Municipality,3,Nawabasti,27/06/2020,Landslide,,,,,,,,
1697,Baitadi,Melauli Municipality,2,Karpat,28/06/2020,Landslide,,,,,,,,
1698,Dang,Ghorahi Submetropolitan City,19,changaira,28/06/2020,Landslide,,,,,,,,
1699,Gulmi,Gulmidarbar Rural Municipality,1,Rainadhi,28/06/2020,Landslide,,,,,,,,
1700,Gulmi,Gulmidarbar Rural Municipality,1,Balithum,28/06/2020,Landslide,,,,,,,,
1701,Gulmi,Madane Rural Municipality,6,Ghaupani,28/06/2020,Landslide,,,,,,,,
1702,Shyanja,Galyang Municipality,9,Sangliya,28/06/2020,Landslide,,,,,,,,
1703,Gorkha,Dharche Rural Municipality,1,tatopani,28/06/2020,Landslide,,,,,,,,
1704,Darchula,Naugad Rural Municipality,4,Hopari,29/06/2020,Landslide,,,,,,,,
1705,Surkhet,Panchapuri Municipality,6,Khamarikhola,29/06/2020,Landslide,,,,,,,,
1706,Dang,Dangisharan Rural Municipality,2,Talawang,29/06/2020,Landslide,,,,,,,,
1707,Myagdi,Annapurna Rural Municipality,3,Danathampata,29/06/2020,Landslide,,,,,,,,
1708,Parbat,Bihadi Rural Municipality,5,khorpokhari,29/06/2020,Landslide,,,,,,,,
1709,Ilam,Maijogmai Rural Municipality,1,Pappcibote,29/06/2020,Landslide,,,,,,,,
1710,Humla,Chankheli Rural Municipality,1,,30/06/2020,Landslide,,,,,,,,
1711,Myagdi,Annapurna Rural Municipality,3,Danathampata,30/06/2020,Landslide,,,,,,,,
1712,Lalitpur,Bagmati Rural Municipality,3,Pangdur,30/06/2020,Landslide,,,,,,,,
1713,Gulmi,Ishma Rural Municipality,1,Malli,2/7/2020,Landslide,,,,,,,,
1714,Gulmi,Musikot Municipality,2,,2/7/2020,Landslide,,,,,,,,
1715,Jajarkot,Junichaande Rural Municipality,6,Chirke,3/7/2020,Landslide,,,,,,,,
1716,Pyuthan,Sarumarani Rural Municipality,4,Pakhurikhola,3/7/2020,Landslide,,,,,,,,
1717,Gulmi,Ishma Rural Municipality,4,Dhad,3/7/2020,Landslide,,,,,,,,
1718,Gulmi,Musikot Municipality,2,Hushoke,3/7/2020,Landslide,,,,,,,,
1719,Baglung,Galkot Municipality,11,Reghafadhi,3/7/2020,Landslide,,,,,,,,
1720,Sindhupalchowk,Jugal Rural Municipality,4,Kartike,3/7/2020,Landslide,,,,,,,,
1721,Doti,Bogatan Rural Municipality,5,Dumari,4/7/2020,Landslide,,,,,,,,
1722,Bajhang,Jayaprithvi Municipality,7,Jayaprithivi,4/7/2020,Landslide,,,,,,,,
1723,Bajhang,Kedarasyu Rural Municipality,8,Mallesi,4/7/2020,Landslide,,,,,,,,
1724,Bajura,Budhiganga Municipality,1,Balde,4/7/2020,Landslide,,,,,,,,
1725,Kalikot,Narharinath Rural Municipality,7,Dudeli,4/7/2020,Landslide,,,,,,,,
1726,Solukhumbu,Likhupike Rural Municipality,4,,4/7/2020,Landslide,,,,,,,,
1727,Solukhumbu,Likhupike Rural Municipality,3,Chaulakharka,4/7/2020,Landslide,,,,,,,,
1728,Baitadi,Sigas Rural Municipality,6,Thalakada,5/7/2020,Landslide,,,,,,,,
1729,Darchula,Malikarjun Rural Municipality,3,,5/7/2020,Landslide,,,,,,,,
1730,Darchula,Mahakali Municipality,9,Dattu,5/7/2020,Landslide,,,,,,,,
1731,Doti,Purbichauki Rural Municipality,4,Nuwakote,5/7/2020,Landslide,,,,,,,,
1732,Doti,Jorayal Rural Municipality,4,,5/7/2020,Landslide,,,,,,,,
1733,Bajhang,Jayaprithvi Municipality,7,Subeda,5/7/2020,Landslide,,,,,,,,
1734,Rukum West,Chaurjahari Municipality,10,Kholagau,5/7/2020,Landslide,,,,,,,,
1735,Lamjung,Besishahar Municipality,7,Saatabise,5/7/2020,Landslide,,,,,,,,
1736,Lalitpur,Bagmati Rural Municipality,3,Bhattadada,5/7/2020,Landslide,,,,,,,,
1737,Shankhuwasabha,Chainpur Municipality,2,Chitlang,5/7/2020,Landslide,,,,,,,,
1738,Rukum West,Chaurjahari Municipality,14,Sakta,6/7/2020,Landslide,,,,,,,,
1739,Rukum West,Musikot Municipality,7,Fechang,6/7/2020,Landslide,,,,,,,,
1740,Palpa,Tansen Municipality,7,Bansagopal Mandir,6/7/2020,Landslide,,,,,,,,
1741,Makwanpur,Bhimphedi Rural Municipality,6,Jurikhet,6/7/2020,Landslide,,,,,,,,
1742,Sindhupalchowk,Chautarasangachowkgadhi Municipality,9,Bhaise,6/7/2020,Landslide,,,,,,,,
1743,Dailekh,Naumule Rural Municipality,1,Bhursa,7/7/2020,Landslide,,,,,,,,
1744,Pyuthan,Sarumarani Rural Municipality,4,Khahare,7/7/2020,Landslide,,,,,,,,
1745,Palpa,Tinau Rural Municipality,5,Kalimati,7/7/2020,Landslide,,,,,,,,
1746,Palpa,Tansen Municipality,11,sambobari,7/7/2020,Landslide,,,,,,,,
1747,Myagdi,Annapurna Rural Municipality,3,,7/7/2020,Landslide,,,,,,,,
1748,Mustang,Thasang Rural Municipality,4,Chatan Dada,7/7/2020,Landslide,,,,,,,,
1749,Lamjung,Marsyangdi Rural Municipality,9,Gopaldada,7/7/2020,Landslide,,,,,,,,
1750,Dolakha,Baiteshwor Rural Municipality,6,Busti,7/7/2020,Landslide,,,,,,,,
1751,Shankhuwasabha,Silichong Rural Municipality,5,Ingebhir,7/7/2020,Landslide,,,,,,,,
1752,Darchula,Mahakali Municipality,1,Shreebazar,8/7/2020,Landslide,,,,,,,,
1753,Bajhang,Bitthadchir Rural Municipality,2,Choumale,8/7/2020,Landslide,,,,,,,,
1754,Dailekh,Gurans Rural Municipality,1,Kaabare,8/7/2020,Landslide,,,,,,,,
1755,Kaski,Machhapuchhre Rural Municipality,7,Dhumpur,8/7/2020,Landslide,,,,,,,,
1756,Darchula,Marma Rural Municipality,3,Nalbagar,9/7/2020,Landslide,,,,,,,,
1757,Bajhang,Kedarasyu Rural Municipality,1,Nari Gauda,9/7/2020,Landslide,,,,,,,,
1758,Kaski,Pokharalekhnath Metropolitan City,26,Paitedada,9/7/2020,Landslide,,,,,,,,
1759,Kaski,Pokharalekhnath Metropolitan City,14,Ratodada,9/7/2020,Landslide,,,,,,,,
1760,Lamjung,Besishahar Municipality,6,Kharkhare,9/7/2020,Landslide,,,,,,,,
1761,Lamjung,Marsyangdi Rural Municipality,4,Shyange,9/7/2020,Landslide,,,,,,,,
1762,Lamjung,Besishahar Municipality,4,Sanji,9/7/2020,Landslide,,,,,,,,
1763,Sindhupalchowk,Bahrabise Municipality,5,Jambu,9/7/2020,Landslide,,,,,,,,
1764,Sindhupalchowk,Bhotekoshi Rural Municipality,5,Bulkute,9/7/2020,Landslide,,,,,,,,
1765,Sindhuli,Sunkoshi Rural Municipality,1,kamerea,9/7/2020,Landslide,,,,,,,,
1766,Dailekh,Gurans Rural Municipality,1,Pipal Chautara,10/7/2020,Landslide,,,,,,,,
1767,Jajarkot,Barekot Rural Municipality,4,Jiri,10/7/2020,Landslide,,,,,,,,
1768,Jajarkot,Barekot Rural Municipality,4,Gothagau,10/7/2020,Landslide,,,,,,,,
1769,Rukum West,Aathbiskot Municipality,3,RejeKhola,10/7/2020,Landslide,,,,,,,,
1770,Pyuthan,Sarumarani Rural Municipality,4,Thuloghumti,10/7/2020,Landslide,,,,,,,,
1771,Gulmi,Kaligandaki Rural Municipality,4,Fusre,10/7/2020,Landslide,,,,,,,,
1772,Rupandehi,Butwal Submetropolitan City,4,Pragati Toll,10/7/2020,Landslide,,,,,,,,
1773,Nawalparasi (Bardghat Susta West),Palhinandan Rural Municipality,3,Kusma,10/7/2020,Landslide,,,,,,,,
1774,Myagdi,Dhawalagiri Rural Municipality,6,marang,10/7/2020,Landslide,,,,,,,,
1775,Myagdi,Malika Rural Municipality,7,Bin,10/7/2020,Landslide,,,,,,,,
1776,Kaski,Pokharalekhnath Metropolitan City,17,Chorapatan,10/7/2020,Landslide,,,,,,,,
1777,Kaski,Pokharalekhnath Metropolitan City,25,Hemja,10/7/2020,Landslide,,,,,,,,
1778,Kaski,Pokharalekhnath Metropolitan City,18,SArankote,10/7/2020,Landslide,,,,,,,,
1779,Kaski,Pokharalekhnath Metropolitan City,19,Tallodada,10/7/2020,Landslide,,,,,,,,
1780,Kaski,Pokharalekhnath Metropolitan City,27,Dipangtal,10/7/2020,Landslide,,,,,,,,
1781,Kaski,Pokharalekhnath Metropolitan City,22,Simle,10/7/2020,Landslide,,,,,,,,
1782,Kaski,Pokharalekhnath Metropolitan City,29,Syandhari,10/7/2020,Landslide,,,,,,,,
1783,Kaski,Pokharalekhnath Metropolitan City,33,Chainpur,10/7/2020,Landslide,,,,,,,,
1784,Makwanpur,Indrasarowar Rural Municipality,2,Simkhola,10/7/2020,Landslide,,,,,,,,
1785,Rasuwa,Gosaikunda Rural Municipality,2,Timure,10/7/2020,Landslide,,,,,,,,
1786,Sindhupalchowk,Bhotekoshi Rural Municipality,2,tatopani,10/7/2020,Landslide,,,,,,,,
1787,Sindhupalchowk,Jugal Rural Municipality,3,balephi,10/7/2020,Landslide,,,,,,,,
1788,Sindhupalchowk,Bhotekoshi Rural Municipality,3,Larcha,10/7/2020,Landslide,,,,,,,,
1789,Sindhupalchowk,Bhotekoshi Rural Municipality,3,Tarchhung,10/7/2020,Landslide,,,,,,,,
1790,Sindhuli,Sunkoshi Rural Municipality,2,kamerea,10/7/2020,Landslide,,,,,,,,
1791,Dolakha,Jiri Municipality,1,Jhareni,10/7/2020,Landslide,,,,,,,,
1792,Udayapur,Katari Municipality,11,Betini,10/7/2020,Landslide,,,,,,,,
1793,Terhathum,Laligurans Municipality,9,kade,10/7/2020,Landslide,,,,,,,,
1794,Darchula,Malikarjun Rural Municipality,8,Campush Chok,11/7/2020,Landslide,,,,,,,,
1795,Nawalparasi (Bardghat Susta West),Bardghat Municipality,4,Khursani Bari,11/7/2020,Landslide,,,,,,,,
1796,Baglung,Galkot Municipality,4,Kharuwa,11/7/2020,Landslide,,,,,,,,
1797,Tanahu,Shuklagandaki Municipality,1,Khaldose,11/7/2020,Landslide,,,,,,,,
1798,Makwanpur,Indrasarowar Rural Municipality,2,sayapatri,11/7/2020,Landslide,,,,,,,,
1799,Sindhuli,Golanjor Rural Municipality,1,Kudule,11/7/2020,Landslide,,,,,,,,
1800,Sunsari,Barahkshetra Municipality,1,Chhatra,11/7/2020,Landslide,,,,,,,,
1801,Morang,Miklajung Rural Municipality,2,kuwapani,11/7/2020,Landslide,,,,,,,,
1802,Dhankuta,Sangurigadhi Rural Municipality,5,Bhedetar,11/7/2020,Landslide,,,,,,,,
1803,Dhankuta,Choubise Rural Municipality,2,Todke,11/7/2020,Landslide,,,,,,,,
1804,Terhathum,Chhathar Rural Municipality,5,Aakhre Bazzar,11/7/2020,Landslide,,,,,,,,
1805,Myagdi,Annapurna Rural Municipality,3,Darikhola,12/7/2020,Landslide,,,,,,,,
1806,Parbat,Kushma Municipality,8,Chuwa,12/7/2020,Landslide,,,,,,,,
1807,Tanahu,Vyas Municipality,13,,12/7/2020,Landslide,,,,,,,,
1808,Dolakha,Bhimeshwor Municipality,1,Damrang,12/7/2020,Landslide,,,,,,,,
1809,Solukhumbu,Sotang Rural Municipality,5,Gorkhim,12/7/2020,Landslide,,,,,,,,
1810,Solukhumbu,Mapya Dudhkoshi Rural Municipality,6,,12/7/2020,Landslide,,,,,,,,
1811,Shankhuwasabha,Khandbari Municipality,1,Pipaldada,12/7/2020,Landslide,,,,,,,,
1812,Shankhuwasabha,Silichong Rural Municipality,1,Besinda,12/7/2020,Landslide,,,,,,,,
1813,Ilam,Ilam Municipality,9,Golakharka,12/7/2020,Landslide,,,,,,,,
1814,Ilam,Mansebung Rural Municipality,5,Tembung,12/7/2020,Landslide,,,,,,,,
1815,Rukum East,Sisne Rural Municipality,1,Ratuwamara,13/07/2020,Landslide,,,,,,,,
1816,Nawalparasi (Bardghat Susta West),Susta Rural Municipality,3,Machhu Toll,13/07/2020,Landslide,,,,,,,,
1817,Shyanja,Harinas Rural Municipality,4,Chitra,13/07/2020,Landslide,,,,,,,,
1818,Shyanja,Putalibazar Municipality,1,Siraf,13/07/2020,Landslide,,,,,,,,
1819,Shyanja,Arjunchaupari Rural Municipality,6,Bodikhola,13/07/2020,Landslide,,,,,,,,
1820,Tanahu,Myagde Rural Municipality,6,Belaute,13/07/2020,Landslide,,,,,,,,
1821,Tanahu,Rishing Rural Municipality,8,Paltang,13/07/2020,Landslide,,,,,,,,
1822,Tanahu,Vyas Municipality,11,Odare,13/07/2020,Landslide,,,,,,,,
1823,Tanahu,Vyas Municipality,9,Majhphat,13/07/2020,Landslide,,,,,,,,
1824,Bhojpur,Temkemaiyun Rural Municipality,2,Shreedale,13/07/2020,Landslide,,,,,,,,
1825,Shankhuwasabha,Khandbari Municipality,1,,13/07/2020,Landslide,,,,,,,,
1826,Bajura,Budhiganga Municipality,3,maildhiska,14/07/2020,Landslide,,,,,,,,
1827,Palpa,Baganaskali Rural Municipality,1,Bhaliwachaur,14/07/2020,Landslide,,,,,,,,
1828,Palpa,Tinau Rural Municipality,3,Jhumse,14/07/2020,Landslide,,,,,,,,
1829,Nawalparasi (Bardghat Susta West),Susta Rural Municipality,2,Ghaukhola,14/07/2020,Landslide,,,,,,,,
1830,Nawalparasi (Bardghat Susta East),Madhyabindu Municipality,2,Kumaltar,14/07/2020,Landslide,,,,,,,,
1831,Baglung,Jaimini Municipality,9,Sarade Payuth,14/07/2020,Landslide,,,,,,,,
1832,Baglung,Bareng Rural Municipality,1,Dhullubashkot,14/07/2020,Landslide,,,,,,,,
1833,Baglung,Bareng Rural Municipality,2,Bhandara,14/07/2020,Landslide,,,,,,,,
1834,Shyanja,Kaligandaki Rural Municipality,4,Khahare,14/07/2020,Landslide,,,,,,,,
1835,Parbat,Kushma Municipality,3,Chuwa,14/07/2020,Landslide,,,,,,,,
1836,Salyan,Kapurkot Rural Municipality,5,saunepane,15/07/2020,Landslide,,,,,,,,
1837,Palpa,Tinau Rural Municipality,3,siddhartha,16/07/2020,Landslide,,,,,,,,
1838,Kaski,Machhapuchhre Rural Municipality,8,Khoramukh,16/07/2020,Landslide,,,,,,,,
1839,Sindhupalchowk,Bhotekoshi Rural Municipality,4,Fulping,16/07/2020,Landslide,,,,,,,,
1840,Bhojpur,Bhojpur Municipality,3,Basbote,16/07/2020,Landslide,,,,,,,,
1841,Doti,Dipayalsilgadhi Municipality,6,,18/07/2020,Landslide,,,,,,,,
1842,Bajhang,Kedarasyu Rural Municipality,1,Nari Gauda,18/07/2020,Landslide,,,,,,,,
1843,Kalikot,Pachaljharana Rural Municipality,3,Khardu,18/07/2020,Landslide,,,,,,,,
1844,Rukum West,Aathbiskot Municipality,12,Sanibarkhu,18/07/2020,Landslide,,,,,,,,
1845,Manang,Nasong Rural Municipality,1,mayrdi,18/07/2020,Landslide,,,,,,,,
1846,Bhaktapur,Changunarayan Municipality,7,Bageshwori,18/07/2020,Landslide,,,,,,,,
1847,Panchthar,Phalelung Rural Municipality,7,Phaperbari,18/07/2020,Landslide,,,,,,,,
1848,Taplejung,Phaktanglung Rural Municipality,6,lelep,18/07/2020,Landslide,,,,,,,,
1849,Darchula,Apihimal Rural Municipality,2,Ghusa,19/07/2020,Landslide,,,,,,,,
1850,Darchula,Naugad Rural Municipality,2,Godani,19/07/2020,Landslide,,,,,,,,
1851,Bajura,Budhiganga Municipality,3,Tapre,19/07/2020,Landslide,,,,,,,,
1852,Gorkha,Gorkha Municipality,12,Satekelo,19/07/2020,Landslide,,,,,,,,
1853,Kathmandu,Kageshworimanohara Municipality,1,Magalphadi,19/07/2020,Landslide,,,,,,,,
1854,Bhojpur,Pauwadungma Rural Municipality,5,Chauhan Bari,19/07/2020,Landslide,,,,,,,,
1855,Bajura,Budhiganga Municipality,4,Rila,20/07/2020,Landslide,,,,,,,,
1856,Arghakhanchi,Shitaganga Municipality,2,Jholunge Pull,20/07/2020,Landslide,,,,,,,,
1857,Shyanja,Galyang Municipality,5,ratopul,20/07/2020,Landslide,,,,,,,,
1858,Tanahu,Bhanu Municipality,9,,20/07/2020,Landslide,,,,,,,,
1859,Tanahu,Bhanu Municipality,3,Dhukuti,20/07/2020,Landslide,,,,,,,,
1860,Lamjung,Sundarbazar Municipality,7,,20/07/2020,Landslide,,,,,,,,
1861,Lamjung,Dordi Rural Municipality,1,Bharate,20/07/2020,Landslide,,,,,,,,
1862,Gorkha,Gandaki Rural Municipality,4,Phujel,20/07/2020,Landslide,,,,,,,,
1863,Gorkha,Gandaki Rural Municipality,2,Patisowara,20/07/2020,Landslide,,,,,,,,
1864,Makwanpur,Indrasarowar Rural Municipality,4,Raksha Khola,20/07/2020,Landslide,,,,,,,,
1865,Dhading,Benighatrorang Rural Municipality,8,Bhusatar,20/07/2020,Landslide,,,,,,,,
1866,Dhading,Gajuri Rural Municipality,2,Majhuwa,20/07/2020,Landslide,,,,,,,,
1867,Dhading,Tripurasundari Rural Municipality,6,Golang,20/07/2020,Landslide,,,,,,,,
1868,Rasuwa,Gosaikunda Rural Municipality,3,Kulung,20/07/2020,Landslide,,,,,,,,
1869,Sindhupalchowk,Chautarasangachowkgadhi Municipality,9,Bhaise,20/07/2020,Landslide,,,,,,,,
1870,Mahottari,Gaushala Municipality,5,Gausala,20/07/2020,Landslide,,,,,,,,
1871,Khotang,Diktel Rupakot Majhuwagadhi Municipality,8,Pankhukhola,20/07/2020,Landslide,,,,,,,,
1872,Bhojpur,Pauwadungma Rural Municipality,5,Shukla,20/07/2020,Landslide,,,,,,,,
1873,Bhojpur,Arun Rural Municipality,4,Odane,20/07/2020,Landslide,,,,,,,,
1874,Terhathum,Aathrai Rural Municipality,1,Sankanti Bazer,20/07/2020,Landslide,,,,,,,,
1875,Terhathum,Phedap Rural Municipality,2,Neabee,20/07/2020,Landslide,,,,,,,,
1876,Panchthar,Phidim Municipality,1,Phidim bazer,20/07/2020,Landslide,,,,,,,,
1877,Panchthar,Tumwewa Rural Municipality,2,Khairai,20/07/2020,Landslide,,,,,,,,
1878,Darchula,Malikarjun Rural Municipality,8,Aaudakhan,21/07/2020,Landslide,,,,,,,,
1879,Darchula,Malikarjun Rural Municipality,8,Gadkhola,21/07/2020,Landslide,,,,,,,,
1880,Rukum West,Aathbiskot Municipality,9,Sona,21/07/2020,Landslide,,,,,,,,
1881,Myagdi,Annapurna Rural Municipality,2,Jhurung,21/07/2020,Landslide,,,,,,,,
1882,Shyanja,Galyang Municipality,1,Malung,21/07/2020,Landslide,,,,,,,,
1883,Shyanja,Galyang Municipality,10,Gau Swara,21/07/2020,Landslide,,,,,,,,
1884,Tanahu,Bandipur Rural Municipality,1,Chisapani,21/07/2020,Landslide,,,,,,,,
1885,Tanahu,Bhanu Municipality,1,Sagbute,21/07/2020,Landslide,,,,,,,,
1886,Tanahu,Bandipur Rural Municipality,6,Naldi,21/07/2020,Landslide,,,,,,,,
1887,Tanahu,Bandipur Rural Municipality,6,Ghat,21/07/2020,Landslide,,,,,,,,
1888,Lamjung,Marsyangdi Rural Municipality,3,Pallotari,21/07/2020,Landslide,,,,,,,,
1889,Gorkha,Gorkha Municipality,9,laxmibazer,21/07/2020,Landslide,,,,,,,,
1890,Kathmandu,Dakshinkali Municipality,9,,21/07/2020,Landslide,,,,,,,,
1891,Kathmandu,Tokha Municipality,1,Pasidada,21/07/2020,Landslide,,,,,,,,
1892,Chitawan,Bharatpur Metropolitan City,29,,21/07/2020,Landslide,,,,,,,,
1893,Jhapa,Buddhashanti Rural Municipality,7,Modhidada,21/07/2020,Landslide,,,,,,,,
1894,Panchthar,Phidim Municipality,13,Rametea,21/07/2020,Landslide,,,,,,,,
1895,Palpa,Tinau Rural Municipality,3,naghmandir,22/07/2020,Landslide,,,,,,,,
1896,Lamjung,Marsyangdi Rural Municipality,3,pallotari,22/07/2020,Landslide,,,,,,,,
1897,Makwanpur,Bhimphedi Rural Municipality,1,Khoplang,22/07/2020,Landslide,,,,,,,,
1898,Dhankuta,Chhatharjorpati Rural Municipality,5,Chumlung,22/07/2020,Landslide,,,,,,,,
1899,Terhathum,Chhathar Rural Municipality,2,,22/07/2020,Landslide,,,,,,,,
1900,Panchthar,Phalelung Rural Municipality,3,,22/07/2020,Landslide,,,,,,,,
1901,Baglung,Baglung Municipality,5,Malika,23/07/2020,Landslide,,,,,,,,
1902,Lamjung,Marsyangdi Rural Municipality,3,Khaharekhole,23/07/2020,Landslide,,,,,,,,
1903,Panchthar,Phidim Municipality,1,Sabrnag,23/07/2020,Landslide,,,,,,,,
1904,Taplejung,Pathibhara Yangwarak Rural Municipality,6,Thumbedin,23/07/2020,Landslide,,,,,,,,
1905,Darchula,Mahakali Municipality,3,Badali,24/07/2020,Landslide,,,,,,,,
1906,Dang,Ghorahi Submetropolitan City,19,Changair,24/07/2020,Landslide,,,,,,,,
1907,Palpa,Rampur Municipality,4,Ginijdada,24/07/2020,Landslide,,,,,,,,
1908,Shyanja,Galyang Municipality,11,Tulsi Bhanjang,24/07/2020,Landslide,,,,,,,,
1909,Makwanpur,Indrasarowar Rural Municipality,2,Sukaura,24/07/2020,Landslide,,,,,,,,
1910,Dhading,Thakre Rural Municipality,6,Karkigau,24/07/2020,Landslide,,,,,,,,
1911,Nuwakot,Belkotgadhi Municipality,5,Dui Pipal,24/07/2020,Landslide,,,,,,,,
1912,Gulmi,Ruru Rural Municipality,1,Khopa,25/07/2020,Landslide,,,,,,,,
1913,Baglung,Baglung Municipality,1,Nerahughat,25/07/2020,Landslide,,,,,,,,
1914,Taplejung,Aathraitribeni Rural Municipality,3,Hangam,25/07/2020,Landslide,,,,,,,,
1915,Kalikot,Shubha Kalika Rural Municipality,5,Adhikari Bada,26/07/2020,Landslide,,,,,,,,
1916,Kalikot,Narharinath Rural Municipality,8,lalu,26/07/2020,Landslide,,,,,,,,
1917,Nuwakot,Belkotgadhi Municipality,9,,26/07/2020,Landslide,,,,,,,,
1918,Palpa,Tinau Rural Municipality,3,Paitedada,27/07/2020,Landslide,,,,,,,,
1919,Myagdi,Beni Municipality,9,Kaulegauda,27/07/2020,Landslide,,,,,,,,
1920,Shyanja,Aandhikhola Rural Municipality,2,Sirindace,27/07/2020,Landslide,,,,,,,,
1921,Mustang,Thasang Rural Municipality,2,Naurikot,27/07/2020,Landslide,,,,,,,,
1922,Solukhumbu,Solududhkunda Municipality,11,Salme,27/07/2020,Landslide,,,,,,,,
1923,Bhojpur,Pauwadungma Rural Municipality,2,Tiwaribhangang,27/07/2020,Landslide,,,,,,,,
1924,Bhojpur,Shadananda Municipality,2,Kudam,27/07/2020,Landslide,,,,,,,,
