S.No.,district,municipality,ward,Incident Place,event_date,Incident,,,,,,,,
3579,Makwanpur,Bhimphedi Rural Municipality,4,Ratomate,6/7/2024,Landslide,,,,,,,,
3580,Sindhupalchowk,Melamchi Municipality,3,Khalde,6/7/2024,Landslide,,,,,,,,
3581,Kavrepalanchowk,Roshi Rural Municipality,8,Narke,6/7/2024,Landslide,,,,,,,,
3582,Ramechhap,Khandadevi Rural Municipality,8,Ghekhor,6/7/2024,Landslide,,,,,,,,
3583,Udayapur,Udayapurgadhi Rural Municipality,3,Sukultar,6/7/2024,Landslide,,,,,,,,
3584,Udayapur,Triyuga Municipality,15,Tallo Ranibas,6/7/2024,Landslide,,,,,,,,
3585,Solukhumbu,Mahakulung Rural Municipality,1,Khiraule,6/7/2024,Landslide,,,,,,,,
3586,Solukhumbu,Mapya Dudhkoshi Rural Municipality,2,,6/7/2024,Landslide,,,,,,,,
3587,Khotang,Halesituwachung Municipality,3,Chamsitar,6/7/2024,Landslide,,,,,,,,
3588,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,,6/7/2024,Landslide,,,,,,,,
3589,Bhojpur,Temkemaiyun Rural Municipality,3,Okhrang,6/7/2024,Landslide,,,,,,,,
3590,Doti,Jorayal Rural Municipality,2,Ruwaskanda,7/7/2024,Landslide,,,,,,,,
3591,Doti,Aadarsha Rural Municipality,1,Chasi,7/7/2024,Landslide,,,,,,,,
3592,Doti,Purbichauki Rural Municipality,4,Sanagau,7/7/2024,Landslide,,,,,,,,
3593,Doti,Dipayalsilgadhi Municipality,1,Tikha,7/7/2024,Landslide,,,,,,,,
3594,Bajhang,Bungal Municipality,11,Kirmili,7/7/2024,Landslide,,,,,,,,
3595,Surkhet,Gurbhakot Municipality,2,Kharigaira,7/7/2024,Landslide,,,,,,,,
3596,Kalikot,Tilagufa Municipality,6,Timure,7/7/2024,Landslide,,,,,,,,
3597,Kalikot,Shubha Kalika Rural Municipality,6,Mudikatiya,7/7/2024,Landslide,,,,,,,,
3598,Palpa,Baganaskali Rural Municipality,6,Baidhye Danda,7/7/2024,Landslide,,,,,,,,
3599,Palpa,Purbakhola Rural Municipality,5,Dhapdanda,7/7/2024,Landslide,,,,,,,,
3600,Palpa,Tansen Municipality,6,Kokaranga,7/7/2024,Landslide,,,,,,,,
3601,Myagdi,Mangala Rural Municipality,2,Bhaiwang,7/7/2024,Landslide,,,,,,,,
3602,Shyanja,Waling Municipality,11,Gaajani,7/7/2024,Landslide,,,,,,,,
3603,Shyanja,Waling Municipality,13,Pathekhola,7/7/2024,Landslide,,,,,,,,
3604,Shyanja,Arjunchaupari Rural Municipality,1,Simalchour,7/7/2024,Landslide,,,,,,,,
3605,Shyanja,Harinas Rural Municipality,4,Ramche,7/7/2024,Landslide,,,,,,,,
3606,Shyanja,Harinas Rural Municipality,5,Bakhrikhor,7/7/2024,Landslide,,,,,,,,
3607,Bhaktapur,Changunarayan Municipality,6,Naya Gaau,7/7/2024,Landslide,,,,,,,,
3608,Rasuwa,Uttargaya Rural Municipality,2,Deurali,7/7/2024,Landslide,,,,,,,,
3609,Okhaldhunga,Chishankhugadhi Rural Municipality,8,Paire,7/7/2024,Landslide,,,,,,,,
3610,Okhaldhunga,Siddhicharan Municipality,5,Chuplu,7/7/2024,Landslide,,,,,,,,
3611,Okhaldhunga,Khijidemba Rural Municipality,7,Lampate,7/7/2024,Landslide,,,,,,,,
3612,Solukhumbu,Solududhkunda Municipality,3,Kamere Kholsa,7/7/2024,Landslide,,,,,,,,
3613,Bhojpur,Bhojpur Municipality,3,Balaute,7/7/2024,Landslide,,,,,,,,
3614,Bhojpur,Salpasilichho Rural Municipality,5,Jaubari,7/7/2024,Landslide,,,,,,,,
3615,Dhankuta,Sangurigadhi Rural Municipality,5,Baluwakhani,7/7/2024,Landslide,,,,,,,,
3616,Taplejung,Phungling Municipality,6,Bebare,7/7/2024,Landslide,,,,,,,,
3617,Dadeldhura,Navadurga Rural Municipality,2,Rantapala,8/7/2024,Landslide,,,,,,,,
3618,Baitadi,Pancheshwor Rural Municipality,4,Bunga,8/7/2024,Landslide,,,,,,,,
3619,Achhaam,Mellekh Rural Municipality,5,Jabla,8/7/2024,Landslide,,,,,,,,
3620,Bajura,Himali Rural Municipality,4,Saga,8/7/2024,Landslide,,,,,,,,
3621,Bajura,Swamikartik Khaapar Rural Municipality,2,Bahun Gaau,8/7/2024,Landslide,,,,,,,,
3622,Jajarkot,Bheri Municipality,12,Kastara,8/7/2024,Landslide,,,,,,,,
3623,Humla,Kharpunath Rural Municipality,5,Kharpel Gaau,8/7/2024,Landslide,,,,,,,,
3624,Mugu,Chhayanathrara Municipality,7,Zero Point,8/7/2024,Landslide,,,,,,,,
3625,Dolpa,Thulibheri Municipality,5,Ghattekhola,8/7/2024,Landslide,,,,,,,,
3626,Salyan,Sharada Municipality,2,Gairagaau,8/7/2024,Landslide,,,,,,,,
3627,Kapilbastu,Shivraj Municipality,1,Chorkhola,8/7/2024,Landslide,,,,,,,,
3628,Shyanja,Bheerkot Municipality,4,Chhyangchhyangdi,8/7/2024,Landslide,,,,,,,,
3629,Gorkha,Gorkha Municipality,,Lakshmibazar,8/7/2024,Landslide,,,,,,,,
3630,Dhading,Rubivalley Rural Municipality,4,Rapa Gobre,8/7/2024,Landslide,,,,,,,,
3631,Bhojpur,Temkemaiyun Rural Municipality,2,,8/7/2024,Landslide,,,,,,,,
3632,Bhojpur,Temkemaiyun Rural Municipality,1,Sawa Tole,8/7/2024,Landslide,,,,,,,,
3633,Rukum East,Sisne Rural Municipality,1,Salli Bissaini,9/7/2024,Landslide,,,,,,,,
3634,Arghakhanchi,Bhumikasthan Municipality,4,Sana Agul,9/7/2024,Landslide,,,,,,,,
3635,Sunsari,Dharan Submetropolitan City,20,Bhanjyang,9/7/2024,Landslide,,,,,,,,
3636,Udayapur,Katari Municipality,12,Baseri Bisauna,9/7/2024,Landslide,,,,,,,,
3637,Udayapur,Triyuga Municipality,15,Toribari,9/7/2024,Landslide,,,,,,,,
3638,Udayapur,Chaudandigadhi Municipality,6,Samabesi Tole,9/7/2024,Landslide,,,,,,,,
3639,Udayapur,Belaka Municipality,6,Ghare Phul Chowk,9/7/2024,Landslide,,,,,,,,
3640,Solukhumbu,Solududhkunda Municipality,5,Thapa Tole,9/7/2024,Landslide,,,,,,,,
3641,Solukhumbu,Solududhkunda Municipality,8,Bakhor,9/7/2024,Landslide,,,,,,,,
3642,Bhojpur,Aamchowk Rural Municipality,9,Dummana,9/7/2024,Landslide,,,,,,,,
3643,Bhojpur,Hatuwagadhi Rural Municipality,8,Malbase,9/7/2024,Landslide,,,,,,,,
3644,Bhojpur,Hatuwagadhi Rural Municipality,9,Chuhar,9/7/2024,Landslide,,,,,,,,
3645,Bhojpur,Temkemaiyun Rural Municipality,4,Huge,9/7/2024,Landslide,,,,,,,,
3646,Bhojpur,Aamchowk Rural Municipality,9,Boksetar,9/7/2024,Landslide,,,,,,,,
3647,Dhankuta,Dhankuta Municipality,9,Guthitar,9/7/2024,Landslide,,,,,,,,
3648,Terhathum,Chhathar Rural Municipality,2,Sukrabare,9/7/2024,Landslide,,,,,,,,
3649,Ilam,Mansebung Rural Municipality,3,Bagmara,9/7/2024,Landslide,,,,,,,,
3650,Ilam,Mai Municipality,3,Goldhapbesi,9/7/2024,Landslide,,,,,,,,
3651,Taplejung,Phaktanglung Rural Municipality,1,,9/7/2024,Landslide,,,,,,,,
3652,Bajhang,Masta Rural Municipality,7,,10/7/2024,Landslide,,,,,,,,
3653,Myagdi,Annapurna Rural Municipality,2,Mandredhunga,10/7/2024,Landslide,,,,,,,,
3654,Myagdi,Raghuganga Rural Municipality,7,Chimkhola,10/7/2024,Landslide,,,,,,,,
3655,Myagdi,Annapurna Rural Municipality,6,Roke Gaau,10/7/2024,Landslide,,,,,,,,
3656,Parbat,Modi Rural Municipality,5,,10/7/2024,Landslide,,,,,,,,
3657,Kaski,Pokharalekhnath Metropolitan City,27,Sahelpata,10/7/2024,Landslide,,,,,,,,
3658,Kaski,Pokharalekhnath Metropolitan City,17,Chhorepatan,10/7/2024,Landslide,,,,,,,,
3659,Kaski,Machhapuchhre Rural Municipality,1,Karuwa,10/7/2024,Landslide,,,,,,,,
3660,Tanahu,Bhanu Municipality,12,Talloghale Chhap,10/7/2024,Landslide,,,,,,,,
3661,Kathmandu,Tokha Municipality,1,Jhor,10/7/2024,Landslide,,,,,,,,
3662,Sindhupalchowk,Jugal Rural Municipality,5,Ramche,10/7/2024,Landslide,,,,,,,,
3663,Sindhupalchowk,Balephi Rural Municipality,1,Jalbire River,10/7/2024,Landslide,,,,,,,,
3664,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,,10/7/2024,Landslide,,,,,,,,
3665,Panchthar,Hilihang Rural Municipality,2,Kabeli River,10/7/2024,Landslide,,,,,,,,
3666,Darchula,Marma Rural Municipality,6,Chausil,11/7/2024,Landslide,,,,,,,,
3667,Humla,Tajakot Rural Municipality,5,Madana,11/7/2024,Landslide,,,,,,,,
3668,Rupandehi,Gaidahawa Rural Municipality,3,,11/7/2024,Landslide,,,,,,,,
3669,Baglung,Baglung Municipality,7,Titaure,11/7/2024,Landslide,,,,,,,,
3670,Baglung,Baglung Municipality,9,Tityang Thapaghar,11/7/2024,Landslide,,,,,,,,
3671,Myagdi,Dhawalagiri Rural Municipality,7,,11/7/2024,Landslide,,,,,,,,
3672,Myagdi,Raghuganga Rural Municipality,7,Chimkhola,11/7/2024,Landslide,,,,,,,,
3673,Myagdi,Raghuganga Rural Municipality,1,Kamerepani Maraka Tole,11/7/2024,Landslide,,,,,,,,
3674,Parbat,Modi Rural Municipality,5,Bhyaple,11/7/2024,Landslide,,,,,,,,
3675,Parbat,Kushma Municipality,11,Pakuwa,11/7/2024,Landslide,,,,,,,,
3676,Kaski,Pokharalekhnath Metropolitan City,19,Talkot,11/7/2024,Landslide,,,,,,,,
3677,Tanahu,Aanbookhaireni Rural Municipality,4,Damping,11/7/2024,Landslide,,,,,,,,
3678,Lamjung,Rainas Municipality,2,Bhayalkharka,11/7/2024,Landslide,,,,,,,,
3679,Lamjung,Rainas Municipality,6,Prakendi,11/7/2024,Landslide,,,,,,,,
3680,Lamjung,Besishahar Municipality,1,Thulodhimire,11/7/2024,Landslide,,,,,,,,
3681,Chitawan,Bharatpur Metropolitan City,29,17 Kilo,11/7/2024,Landslide,,,,,,,,
3682,Khotang,Kepilasgadhi Rural Municipality,5,Dahregauda,11/7/2024,Landslide,,,,,,,,
3683,Khotang,Diprung Chuichumma Rural Municipality,3,Buikhuwa,11/7/2024,Landslide,,,,,,,,
3684,Dhankuta,Mahalaxmi Municipality,7,Mangdine Tole,11/7/2024,Landslide,,,,,,,,
3685,Panchthar,Phalelung Rural Municipality,3,Thoklimba,11/7/2024,Landslide,,,,,,,,
3686,Humla,Tajakot Rural Municipality,5,Satthi,12/7/2024,Landslide,,,,,,,,
3687,Palpa,Nisdi Rural Municipality,1,Kwang Deurali,12/7/2024,Landslide,,,,,,,,
3688,Nawalparasi (Bardghat Susta East),Baudikali Rural Municipality,2,Gurautar,12/7/2024,Landslide,,,,,,,,
3689,Myagdi,Annapurna Rural Municipality,1,Maroka Tole Kamerepani,12/7/2024,Landslide,,,,,,,,
3690,Kaski,Pokharalekhnath Metropolitan City,32,Chainpur,12/7/2024,Landslide,,,,,,,,
3691,Kaski,Madi Rural Municipality,11,Tallotaple,12/7/2024,Landslide,,,,,,,,
3692,Kaski,Madi Rural Municipality,5,Titepani,12/7/2024,Landslide,,,,,,,,
3693,Kaski,Annapurna Rural Municipality,8,Birethati,12/7/2024,Landslide,,,,,,,,
3694,Kaski,Pokharalekhnath Metropolitan City,16,Bhattekhola,12/7/2024,Landslide,,,,,,,,
3695,Tanahu,Vyas Municipality,4,Simaltar,12/7/2024,Landslide,,,,,,,,
3696,Tanahu,Bandipur Rural Municipality,1,Tallotar,12/7/2024,Landslide,,,,,,,,
3697,Tanahu,Bhanu Municipality,2,Aambote,12/7/2024,Landslide,,,,,,,,
3698,Lamjung,Kwholasothar Rural Municipality,7,Bhoj,12/7/2024,Landslide,,,,,,,,
3699,Gorkha,Gorkha Municipality,13,Simal Gairi,12/7/2024,Landslide,,,,,,,,
3700,Gorkha,Gorkha Municipality,9,Danda Gaau,12/7/2024,Landslide,,,,,,,,
3701,Gorkha,Siranchowk Rural Municipality,5,Jarebar,12/7/2024,Landslide,,,,,,,,
3702,Kathmandu,Dakshinkali Municipality,5,Dallu - Nunari Aani Gumba,12/7/2024,Landslide,,,,,,,,
3703,Chitawan,Bharatpur Metropolitan City,29,Narayanghad Mugling Road Section - Simaltal,12/7/2024,Landslide,,,,,,,,
3704,Dhading,Neelakantha Municipality,5,Syaldanda,12/7/2024,Landslide,,,,,,,,
3705,Rasuwa,Naukunda Rural Municipality,1,,12/7/2024,Landslide,,,,,,,,
3706,Sarlahi,Godaita Municipality,1,Bahadurpur,12/7/2024,Landslide,,,,,,,,
3707,Siraha,Dhangadhimai Municipality,8,Kasaha Tole,12/7/2024,Landslide,,,,,,,,
3708,Okhaldhunga,Siddhicharan Municipality,3,Asine,12/7/2024,Landslide,,,,,,,,
3709,Khotang,Kepilasgadhi Rural Municipality,4,,12/7/2024,Landslide,,,,,,,,
3710,Kailali,Chure Rural Municipality,6,,13/07/2024,Landslide,,,,,,,,
3711,Kalikot,Narharinath Rural Municipality,7,,13/07/2024,Landslide,,,,,,,,
3712,Kaski,Annapurna Rural Municipality,9,Sudame,13/07/2024,Landslide,,,,,,,,
3713,Kaski,Annapurna Rural Municipality,11,Ghandruk,13/07/2024,Landslide,,,,,,,,
3714,Kalikot,Pachaljharana Rural Municipality,8,Laphabazar,14/07/2024,Landslide,,,,,,,,
3715,Kathmandu,Tokha Municipality,3,,14/07/2024,Landslide,,,,,,,,
3716,Nuwakot,Shivapuri Rural Municipality,5,,14/07/2024,Landslide,,,,,,,,
3717,Rasuwa,Kalika Rural Municipality,1,Grang,14/07/2024,Landslide,,,,,,,,
3718,Rasuwa,Kalika Rural Municipality,1,Grang,14/07/2024,Landslide,,,,,,,,
3719,Rasuwa,Kalika Rural Municipality,1,,14/07/2024,Landslide,,,,,,,,
3720,Khotang,Sakela Rural Municipality,4,Hattisude,14/07/2024,Landslide,,,,,,,,
3721,Panchthar,Hilihang Rural Municipality,6,Deurali,14/07/2024,Landslide,,,,,,,,
3722,Taplejung,Sirijangha Rural Municipality,5,Pedang,14/07/2024,Landslide,,,,,,,,
3723,Kailali,Chure Rural Municipality,2,Khairela,15/07/2024,Landslide,,,,,,,,
3724,Bajhang,Masta Rural Municipality,4,,15/07/2024,Landslide,,,,,,,,
3725,Bajhang,Bitthadchir Rural Municipality,9,Sunkada,15/07/2024,Landslide,,,,,,,,
3726,Kalikot,Narharinath Rural Municipality,6,Saraga,15/07/2024,Landslide,,,,,,,,
3727,Jumla,Tila Rural Municipality,1,Barikhet,15/07/2024,Landslide,,,,,,,,
3728,Rolpa,Pariwartan Rural Municipality,1,Putlachaur,15/07/2024,Landslide,,,,,,,,
3729,Shankhuwasabha,Bhotkhola Rural Municipality,4,,15/07/2024,Landslide,,,,,,,,
3730,Jajarkot,Kushe Rural Municipality,8,Dallena,16/07/2024,Landslide,,,,,,,,
3731,Rukum West,Musikot Municipality,1,Chhing,16/07/2024,Landslide,,,,,,,,
3732,Pyuthan,Airawati Rural Municipality,6,Barthan,16/07/2024,Landslide,,,,,,,,
3733,Rasuwa,Kalika Rural Municipality,1,Grang,16/07/2024,Landslide,,,,,,,,
3734,Rasuwa,Kalika Rural Municipality,1,,16/07/2024,Landslide,,,,,,,,
3735,Sindhupalchowk,Helambu Rural Municipality,4,Maramchi,16/07/2024,Landslide,,,,,,,,
3736,Solukhumbu,Solududhkunda Municipality,1,Deku,16/07/2024,Landslide,,,,,,,,
3737,Bhojpur,Salpasilichho Rural Municipality,5,Bakhumma,16/07/2024,Landslide,,,,,,,,
3738,Bhojpur,Salpasilichho Rural Municipality,6,Damthala,16/07/2024,Landslide,,,,,,,,
3739,Bhojpur,Salpasilichho Rural Municipality,4,Malima,16/07/2024,Landslide,,,,,,,,
3740,Shankhuwasabha,Silichong Rural Municipality,1,Biluwa Dhovan,16/07/2024,Landslide,,,,,,,,
3741,Darchula,Apihimal Rural Municipality,1,Lyawoti,17/07/2024,Landslide,,,,,,,,
3742,Bajhang,Kedarasyu Rural Municipality,8,Mallesi,17/07/2024,Landslide,,,,,,,,
3743,Bajura,Jagannath Rural Municipality,5,Laya,17/07/2024,Landslide,,,,,,,,
3744,Bajura,Gaumul Rural Municipality,2,Raneda Tole,17/07/2024,Landslide,,,,,,,,
3745,Parbat,Paiyun Rural Municipality,6,Sadhane,17/07/2024,Landslide,,,,,,,,
3746,Kathmandu,Tarakeshwor Municipality,5,Goldhunga Devisthan,17/07/2024,Landslide,,,,,,,,
3747,Rasuwa,Uttargaya Rural Municipality,5,Lahare,17/07/2024,Landslide,,,,,,,,
3748,Baitadi,Shivanath Rural Municipality,1,Swal,18/07/2024,Landslide,,,,,,,,
3749,Baitadi,Sunarya Rural Municipality,8,Dholya Kathach Tole,18/07/2024,Landslide,,,,,,,,
3750,Doti,Shikhar Municipality,10,Bandungrisain,18/07/2024,Landslide,,,,,,,,
3751,Rukum East,Bhume Rural Municipality,8,Pachhawang,18/07/2024,Landslide,,,,,,,,
3752,Kathmandu,Kathmandu Metropolitan City,3,Behind Teaching Hospital,18/07/2024,Landslide,,,,,,,,
3753,Solukhumbu,Solududhkunda Municipality,10,Dendi Sherpa,18/07/2024,Landslide,,,,,,,,
3754,Bhojpur,Temkemaiyun Rural Municipality,2,Badumla,18/07/2024,Landslide,,,,,,,,
3755,Ilam,Deumai Municipality,2,Guphathumki,18/07/2024,Landslide,,,,,,,,
3756,Taplejung,Phaktanglung Rural Municipality,5,Tapethok,18/07/2024,Landslide,,,,,,,,
3757,Taplejung,Mikwakhola Rural Municipality,4,Temba,18/07/2024,Landslide,,,,,,,,
3758,Darchula,Marma Rural Municipality,6,Chhipang,19/07/2024,Landslide,,,,,,,,
3759,Darchula,Naugad Rural Municipality,2,Chaurigaau,19/07/2024,Landslide,,,,,,,,
3760,Kalikot,Sannitriveni Rural Municipality,4,Balupata,19/07/2024,Landslide,,,,,,,,
3761,Rolpa,Pariwartan Rural Municipality,4,Maisthan,19/07/2024,Landslide,,,,,,,,
3762,Tanahu,Bhimad Municipality,6,Lahareni,19/07/2024,Landslide,,,,,,,,
3763,Kathmandu,Tarakeshwor Municipality,2,Kavresthali,19/07/2024,Landslide,,,,,,,,
3764,Nuwakot,Shivapuri Rural Municipality,5,Kukhure,19/07/2024,Landslide,,,,,,,,
3765,Sindhupalchowk,Jugal Rural Municipality,3,Bolde,19/07/2024,Landslide,,,,,,,,
3766,Bhojpur,Salpasilichho Rural Municipality,5,Matel,19/07/2024,Landslide,,,,,,,,
3767,Taplejung,Phaktanglung Rural Municipality,5,,19/07/2024,Landslide,,,,,,,,
3768,Doti,Badikedar Rural Municipality,3,Pipalkunda,20/07/2024,Landslide,,,,,,,,
3769,Bajhang,Saipal Rural Municipality,3,Bacha chauka,20/07/2024,Landslide,,,,,,,,
3770,Taplejung,Mikwakhola Rural Municipality,4,Iswa,20/07/2024,Landslide,,,,,,,,
3771,Humla,Kharpunath Rural Municipality,2,Seradil,21/07/2024,Landslide,,,,,,,,
3772,Myagdi,Annapurna Rural Municipality,7,Mahabhir,21/07/2024,Landslide,,,,,,,,
3773,Kathmandu,Kageshworimanohara Municipality,6,Aryalgaau,21/07/2024,Landslide,,,,,,,,
3774,Lalitpur,Mahalaxmi Municipality,10,Lakuribhanjyang,21/07/2024,Landslide,,,,,,,,
3775,Rolpa,Pariwartan Rural Municipality,6,Babiyachaur,22/07/2024,Landslide,,,,,,,,
3776,Rukum East,Bhume Rural Municipality,9,Gorjalu,22/07/2024,Landslide,,,,,,,,
3777,Bhojpur,Salpasilichho Rural Municipality,4,Nempang,22/07/2024,Landslide,,,,,,,,
3778,Shankhuwasabha,Bhotkhola Rural Municipality,,,22/07/2024,Landslide,,,,,,,,
3779,Kalikot,Narharinath Rural Municipality,1,Lalighat,23/07/2024,Landslide,,,,,,,,
3780,Rukum West,Sanibheri Rural Municipality,9,Rupendra Khada,23/07/2024,Landslide,,,,,,,,
3781,Rukum West,Sanibheri Rural Municipality,8,Sarkidera,23/07/2024,Landslide,,,,,,,,
3782,Nuwakot,Suryagadhi Rural Municipality,4,Archale,23/07/2024,Landslide,,,,,,,,
3783,Sindhupalchowk,Melamchi Municipality,5,Sindhukot,23/07/2024,Landslide,,,,,,,,
3784,Shankhuwasabha,Silichong Rural Municipality,4,Tumme,23/07/2024,Landslide,,,,,,,,
3785,Dailekh,Thantikandh Rural Municipality,6,Rokaya Tole,24/07/2024,Landslide,,,,,,,,
3786,Dailekh,Thantikandh Rural Municipality,1,Pipal Chautara,24/07/2024,Landslide,,,,,,,,
3787,Rukum West,Sanibheri Rural Municipality,7,Pakherol,24/07/2024,Landslide,,,,,,,,
3788,Lalitpur,Godawari Municipality,8,Khahare Buspark,24/07/2024,Landslide,,,,,,,,
3789,Bajhang,Saipal Rural Municipality,2,Dhalaun,25/07/2024,Landslide,,,,,,,,
3790,Jajarkot,Shibalaya Rural Municipality,1,Chhedachaur,25/07/2024,Landslide,,,,,,,,
3791,Kathmandu,Gokarneshwor Municipality,3,,25/07/2024,Landslide,,,,,,,,
3792,Rasuwa,Uttargaya Rural Municipality,5,Banuwaghumti,25/07/2024,Landslide,,,,,,,,
3793,Ramechhap,Gokulganga Rural Municipality,6,Pharpu,25/07/2024,Landslide,,,,,,,,
3794,Dolakha,Bigu Rural Municipality,4,Balitar,25/07/2024,Landslide,,,,,,,,
3795,Bhojpur,Salpasilichho Rural Municipality,4,Dobhane,25/07/2024,Landslide,,,,,,,,
3796,Myagdi,Raghuganga Rural Municipality,1,Das,26/07/2024,Landslide,,,,,,,,
3797,Sindhupalchowk,Bhotekoshi Rural Municipality,4,Daklang,26/07/2024,Landslide,,,,,,,,
3798,Dadeldhura,Navadurga Rural Municipality,1,Nimtola,27/07/2024,Landslide,,,,,,,,
3799,Makwanpur,Bhimphedi Rural Municipality,8,Baguwa,27/07/2024,Landslide,,,,,,,,
3800,Gorkha,Dharche Rural Municipality,5,Resha,28/07/2024,Landslide,,,,,,,,
3801,Kathmandu,Tarakeshwor Municipality,3,Aathmile,28/07/2024,Landslide,,,,,,,,
3802,Makwanpur,Bhimphedi Rural Municipality,8,Kalopahiro,28/07/2024,Landslide,,,,,,,,
3803,Sindhupalchowk,Balephi Rural Municipality,8,Jure,28/07/2024,Landslide,,,,,,,,
3804,Okhaldhunga,Khijidemba Rural Municipality,1,Holpu,28/07/2024,Landslide,,,,,,,,
3805,Baitadi,Sigas Rural Municipality,3,Bhuneshwor Tole,29/07/2024,Landslide,,,,,,,,
3806,Bajura,Budhinanda Municipality,,,29/07/2024,Landslide,,,,,,,,
3807,Rukum West,Aathbiskot Municipality,,Namhardi,29/07/2024,Landslide,,,,,,,,
3808,Lamjung,Kwholasothar Rural Municipality,8,Tamu - Gauri Tole,29/07/2024,Landslide,,,,,,,,
3809,Dailekh,Bhagawatimai Rural Municipality,,,30/07/2024,Landslide,,,,,,,,
3810,Khotang,Rawa Besi Rural Municipality,1,Sisne,30/07/2024,Landslide,,,,,,,,
3811,Tanahu,Vyas Municipality,14,Keshavtar,31/07/2024,Landslide,,,,,,,,
3812,Kathmandu,Tarakeshwor Municipality,7,Phutung Naagpokhari,31/07/2024,Landslide,,,,,,,,
3813,Kathmandu,Kathmandu Metropolitan City,32,,31/07/2024,Landslide,,,,,,,,
3814,Dhading,Benighatrorang Rural Municipality,5,Thalakhum,31/07/2024,Landslide,,,,,,,,
3815,Nuwakot,Shivapuri Rural Municipality,5,Jimwal Tole,31/07/2024,Landslide,,,,,,,,
3816,Sindhupalchowk,Balephi Rural Municipality,8,Jure,31/07/2024,Landslide,,,,,,,,
3817,Sindhupalchowk,Melamchi Municipality,10,Baguwa,31/07/2024,Landslide,,,,,,,,
3818,Ramechhap,Likhu Tamakoshi Rural Municipality,3,Satbhai Tole,31/07/2024,Landslide,,,,,,,,
3819,Ramechhap,Likhu Tamakoshi Rural Municipality,5,Bhalukhop,31/07/2024,Landslide,,,,,,,,
3820,Okhaldhunga,Molung Rural Municipality,6,Shree Chaur,31/07/2024,Landslide,,,,,,,,
3821,Okhaldhunga,Siddhicharan Municipality,8,Salleri Kaflepani,31/07/2024,Landslide,,,,,,,,
3822,Okhaldhunga,Sunkoshi Rural Municipality,5,Phalate,31/07/2024,Landslide,,,,,,,,
3823,Solukhumbu,Solududhkunda Municipality,11,Kami Gaau,31/07/2024,Landslide,,,,,,,,
3824,Solukhumbu,Solududhkunda Municipality,11,Belidanda,31/07/2024,Landslide,,,,,,,,
3825,Solukhumbu,Mapya Dudhkoshi Rural Municipality,5,Thalakhum,31/07/2024,Landslide,,,,,,,,
3826,Khotang,Diktel Rupakot Majhuwagadhi Municipality,1,Diktelbari,31/07/2024,Landslide,,,,,,,,
3827,Darchula,Marma Rural Municipality,6,Golekudi,1/8/2024,Landslide,,,,,,,,
3828,Surkhet,Birendranagar Municipality,15,Kanchi Bazar,1/8/2024,Landslide,,,,,,,,
3829,Kaski,Rupa Rural Municipality,7,Majhgaau,1/8/2024,Landslide,,,,,,,,
3830,Ramechhap,Khandadevi Rural Municipality,,Gadiyalo,1/8/2024,Landslide,,,,,,,,
3831,Dolakha,Tamakoshi Rural Municipality,4,Maludanda,1/8/2024,Landslide,,,,,,,,
3832,Khotang,Diktel Rupakot Majhuwagadhi Municipality,14,,1/8/2024,Landslide,,,,,,,,
3833,Panchthar,Phidim Municipality,11,Tritiya Patle,1/8/2024,Landslide,,,,,,,,
3834,Taplejung,Mikwakhola Rural Municipality,1,Bagale Gaau,1/8/2024,Landslide,,,,,,,,
3835,Darchula,Malikarjun Rural Municipality,4,Madungara,2/8/2024,Landslide,,,,,,,,
3836,Surkhet,Birendranagar Municipality,14,Matakharka,2/8/2024,Landslide,,,,,,,,
3837,Rukum West,Musikot Municipality,8,Udimdhunga,2/8/2024,Landslide,,,,,,,,
3838,Rukum West,Musikot Municipality,8,Lasunbari,2/8/2024,Landslide,,,,,,,,
3839,Rolpa,Sunchhahari Rural Municipality,4,Kamidanda,2/8/2024,Landslide,,,,,,,,
3840,Taplejung,Phaktanglung Rural Municipality,2,,2/8/2024,Landslide,,,,,,,,
3841,Bajhang,Masta Rural Municipality,2,Tuti,4/8/2024,Landslide,,,,,,,,
3842,Bajura,Gaumul Rural Municipality,4,Gadada Tole,5/8/2024,Landslide,,,,,,,,
3843,Dhading,Gajuri Rural Municipality,5,Pokharekhola,5/8/2024,Landslide,,,,,,,,
3844,Ramechhap,Doramba Rural Municipality,4,Kharsubayan,5/8/2024,Landslide,,,,,,,,
3845,Okhaldhunga,Molung Rural Municipality,2,Bharyang,5/8/2024,Landslide,,,,,,,,
3846,Okhaldhunga,Sunkoshi Rural Municipality,3,Sisneri,5/8/2024,Landslide,,,,,,,,
3847,Khotang,Kepilasgadhi Rural Municipality,7,Bhirkharka,5/8/2024,Landslide,,,,,,,,
3848,Gulmi,Musikot Municipality,1,Bisauna,6/8/2024,Landslide,,,,,,,,
3849,Baglung,Badigad Rural Municipality,9,Balghas,6/8/2024,Landslide,,,,,,,,
3850,Baglung,Baglung Municipality,10,Dablyang,6/8/2024,Landslide,,,,,,,,
3851,Baglung,Badigad Rural Municipality,10,Aarupata,6/8/2024,Landslide,,,,,,,,
3852,Baglung,Badigad Rural Municipality,9,Darling Kabhrakharka,6/8/2024,Landslide,,,,,,,,
